Date	Time	Depth	Temp
2010-10-04	08:17	16	28.9
2010-10-04	08:17	17	28.5
2010-10-04	08:18	18	27.4
2010-10-04	08:18	19	24.0
2010-10-04	08:18	20	22.4
2010-10-04	08:18	21	21.3
2010-10-04	08:18	22	20.4
2010-10-04	08:19	23	18.8
2010-10-04	08:19	24	18.2
2010-10-04	08:19	25	17.6
2010-10-04	08:19	26	17.2
2010-10-04	08:19	27	17.0
2010-10-04	08:19	28	16.9
2010-10-04	08:20	29	16.8
2010-10-04	08:20	30	16.8
2010-10-04	08:20	31	16.7
2010-10-04	08:20	32	16.7
2010-10-04	08:20	33	16.6
2010-10-04	08:20	34	16.6
2010-10-04	08:21	35	16.6
2010-10-04	08:21	36	16.6
2010-10-11	10:45	0	28.3
2010-10-11	10:45	1	28.2
2010-10-11	10:45	2	28.0
2010-10-11	10:45	3	28.0
2010-10-11	10:46	4	27.9
2010-10-11	10:46	5	27.9
2010-10-11	10:46	6	27.9
2010-10-11	10:46	7	27.9
2010-10-11	10:46	8	27.9
2010-10-11	10:46	9	27.9
2010-10-11	10:46	10	27.9
2010-10-11	10:47	11	27.9
2010-10-11	10:47	12	27.9
2010-10-11	10:47	13	27.9
2010-10-11	10:47	14	27.9
2010-10-11	10:47	15	27.9
2010-10-11	10:47	16	27.9
2010-10-11	10:47	17	27.9
2010-10-11	10:48	18	27.9
2010-10-11	10:48	19	26.6
2010-10-11	10:48	20	23.2
2010-10-11	10:48	21	21.1
2010-10-11	10:48	22	19.5
2010-10-11	10:49	23	18.6
2010-10-11	10:49	24	18.0
2010-10-11	10:49	25	17.6
2010-10-11	10:49	26	17.4
2010-10-11	10:49	27	17.2
2010-10-11	10:49	28	17.1
2010-10-11	10:49	29	16.9
2010-10-11	10:50	30	16.8
2010-10-11	10:50	31	16.8
2010-10-11	10:50	32	16.7
2010-10-11	10:50	33	16.7
2010-10-11	10:50	34	16.7
2010-10-11	10:50	35	16.6
2010-10-11	10:50	36	16.6
2010-10-17	08:39	0	27.8
2010-10-17	08:39	1	27.8
2010-10-17	08:40	2	27.8
2010-10-17	08:40	3	27.8
2010-10-17	08:40	4	27.8
2010-10-17	08:41	5	27.8
2010-10-17	08:41	6	27.8
2010-10-17	08:41	7	27.8
2010-10-17	08:42	8	27.8
2010-10-17	08:42	9	27.8
2010-10-17	08:42	10	27.8
2010-10-17	08:43	11	27.8
2010-10-17	08:43	12	27.7
2010-10-17	08:43	13	27.7
2010-10-17	08:43	14	27.7
2010-10-17	08:44	15	27.6
2010-10-17	08:44	16	27.5
2010-10-17	08:44	17	27.4
2010-10-17	08:45	18	27.2
2010-10-17	08:45	19	26.3
2010-10-17	08:46	20	22.6
2010-10-17	08:46	21	20.1
2010-10-17	08:46	22	19.0
2010-10-17	08:47	23	18.2
2010-10-17	08:47	24	17.8
2010-10-17	08:48	25	17.4
2010-10-17	08:48	26	17.2
2010-10-17	08:48	27	17.1
2010-10-17	08:48	28	17.0
2010-10-17	08:49	29	16.9
2010-10-17	08:49	30	16.8
2010-10-17	08:49	31	16.8
2010-10-17	08:50	32	16.7
2010-10-17	08:50	33	16.7
2010-10-17	08:50	34	16.6
2010-10-17	08:51	35	16.6
2010-10-17	08:51	36	16.6
2010-10-24	10:29	0	27.5
2010-10-24	10:29	1	27.5
2010-10-24	10:29	2	27.4
2010-10-24	10:29	3	27.4
2010-10-24	10:29	4	27.4
2010-10-24	10:29	5	27.4
2010-10-24	10:29	6	27.4
2010-10-24	10:29	7	27.4
2010-10-24	10:29	8	27.4
2010-10-24	10:29	9	27.4
2010-10-24	10:30	10	27.4
2010-10-24	10:30	11	27.4
2010-10-24	10:30	12	27.4
2010-10-24	10:30	13	27.4
2010-10-24	10:30	14	27.4
2010-10-24	10:30	15	27.4
2010-10-24	10:30	16	27.4
2010-10-24	10:30	17	27.3
2010-10-24	10:30	18	27.1
2010-10-24	10:30	19	25.2
2010-10-24	10:30	20	21.5
2010-10-24	10:30	21	19.6
2010-10-24	10:30	22	18.5
2010-10-24	10:30	23	17.8
2010-10-24	10:30	24	17.6
2010-10-24	10:30	25	17.3
2010-10-24	10:30	26	17.1
2010-10-24	10:30	27	17.0
2010-10-24	10:31	28	16.9
2010-10-24	10:31	29	16.9
2010-10-24	10:31	30	16.9
2010-10-24	10:31	31	16.8
2010-10-24	10:31	32	16.8
2010-10-24	10:31	33	16.7
2010-10-24	10:31	34	16.7
2010-10-24	10:31	35	16.7
2010-10-24	10:31	36	16.7
2010-10-24	10:31	37	16.7
2010-10-24	10:31	38	16.6
2010-10-31	10:23	1	26.4
2010-10-31	10:31	2	26.4
2010-10-31	10:31	3	26.4
2010-10-31	10:31	4	26.4
2010-10-31	10:31	5	26.4
2010-10-31	10:31	6	26.4
2010-10-31	10:31	7	26.4
2010-10-31	10:31	8	26.4
2010-10-31	10:31	9	26.4
2010-10-31	10:31	10	26.4
2010-10-31	10:31	11	26.4
2010-10-31	10:31	12	26.4
2010-10-31	10:31	13	26.4
2010-10-31	10:32	14	26.4
2010-10-31	10:32	15	26.4
2010-10-31	10:32	16	26.4
2010-10-31	10:32	17	26.4
2010-10-31	10:32	18	26.4
2010-10-31	10:32	19	25.1
2010-10-31	10:32	20	22.0
2010-10-31	10:32	21	19.9
2010-10-31	10:32	22	18.9
2010-10-31	10:32	23	18.2
2010-10-31	10:32	24	17.8
2010-10-31	10:32	25	17.7
2010-10-31	10:32	26	17.4
2010-10-31	10:32	27	17.2
2010-10-31	10:32	28	17.1
2010-10-31	10:33	29	17.0
2010-10-31	10:33	30	17.0
2010-10-31	10:33	31	16.9
2010-10-31	10:33	32	16.8
2010-10-31	10:33	33	16.8
2010-10-31	10:33	34	16.7
2010-10-31	10:33	35	16.7
2010-10-31	10:33	36	16.7
2010-10-31	10:34	0	26.4
2010-11-07	10:33	1	25.3
2010-11-07	10:35	0	25.3
2010-11-07	10:35	2	25.3
2010-11-07	10:35	3	25.3
2010-11-07	10:35	4	25.3
2010-11-07	10:35	5	25.2
2010-11-07	10:36	6	25.2
2010-11-07	10:36	7	25.2
2010-11-07	10:36	8	25.2
2010-11-07	10:36	9	25.2
2010-11-07	10:36	10	25.2
2010-11-07	10:36	11	25.2
2010-11-07	10:36	12	25.2
2010-11-07	10:36	13	25.2
2010-11-07	10:36	14	25.2
2010-11-07	10:36	15	25.2
2010-11-07	10:36	16	25.2
2010-11-07	10:36	17	25.2
2010-11-07	10:36	18	25.2
2010-11-07	10:37	19	25.2
2010-11-07	10:37	20	24.8
2010-11-07	10:37	21	21.1
2010-11-07	10:37	22	19.1
2010-11-07	10:37	23	18.5
2010-11-07	10:37	24	18.0
2010-11-07	10:37	25	17.6
2010-11-07	10:37	26	17.4
2010-11-07	10:37	27	17.2
2010-11-07	10:37	28	17.1
2010-11-07	10:37	29	17.0
2010-11-07	10:37	30	16.9
2010-11-07	10:38	31	16.9
2010-11-07	10:38	32	16.8
2010-11-07	10:38	33	16.8
2010-11-07	10:38	34	16.8
2010-11-07	10:38	35	16.8
2010-11-07	10:38	36	16.7
2010-11-15	09:36	0	24.8
2010-11-15	09:37	1	24.5
2010-11-15	09:41	2	24.5
2010-11-15	09:41	3	24.6
2010-11-15	09:42	4	24.6
2010-11-15	09:42	5	24.5
2010-11-15	09:42	6	24.5
2010-11-15	09:42	7	24.5
2010-11-15	09:42	8	24.5
2010-11-15	09:42	9	24.5
2010-11-15	09:42	10	24.5
2010-11-15	09:42	11	24.5
2010-11-15	09:43	12	24.5
2010-11-15	09:43	13	24.5
2010-11-15	09:43	14	24.5
2010-11-15	09:43	15	24.5
2010-11-15	09:43	16	24.5
2010-11-15	09:43	17	24.5
2010-11-15	09:43	18	24.5
2010-11-15	09:43	19	24.5
2010-11-15	09:43	20	24.4
2010-11-15	09:43	21	21.8
2010-11-15	09:44	22	19.4
2010-11-15	09:44	23	18.7
2010-11-15	09:44	24	18.0
2010-11-15	09:44	25	17.6
2010-11-15	09:44	26	17.4
2010-11-15	09:44	27	17.3
2010-11-15	09:44	28	17.2
2010-11-15	09:44	29	17.0
2010-11-15	09:44	30	16.9
2010-11-15	09:45	31	16.9
2010-11-15	09:45	32	16.8
2010-11-15	09:45	33	16.7
2010-11-15	09:45	34	16.7
2010-11-15	09:45	35	16.7
2010-11-15	09:45	36	16.6
2010-11-21	10:05	0	22.9
2010-11-21	10:24	1	24.0
2010-11-21	10:24	2	24.0
2010-11-21	10:24	3	24.0
2010-11-21	10:24	4	23.9
2010-11-21	10:24	5	23.9
2010-11-21	10:24	6	23.9
2010-11-21	10:24	7	23.9
2010-11-21	10:24	8	23.9
2010-11-21	10:24	9	23.9
2010-11-21	10:25	10	23.9
2010-11-21	10:25	11	23.9
2010-11-21	10:25	12	23.9
2010-11-21	10:25	13	23.9
2010-11-21	10:25	14	23.9
2010-11-21	10:25	15	23.9
2010-11-21	10:25	16	23.9
2010-11-21	10:25	17	23.9
2010-11-21	10:25	18	23.9
2010-11-21	10:25	19	23.8
2010-11-21	10:25	20	23.8
2010-11-21	10:25	21	23.1
2010-11-21	10:25	22	19.9
2010-11-21	10:26	23	18.6
2010-11-21	10:26	24	17.9
2010-11-21	10:26	25	17.6
2010-11-21	10:26	26	17.4
2010-11-21	10:26	27	17.2
2010-11-21	10:26	28	17.1
2010-11-21	10:26	29	17.0
2010-11-21	10:26	30	16.9
2010-11-21	10:26	31	16.9
2010-11-21	10:26	32	16.8
2010-11-21	10:26	33	16.7
2010-11-21	10:26	34	16.7
2010-11-21	10:26	35	16.7
2010-11-21	10:26	36	16.6
2010-11-28	09:46	0	22.4
2010-11-28	09:47	1	23.1
2010-11-28	09:50	2	23.1
2010-11-28	09:50	3	23.1
2010-11-28	09:51	4	23.1
2010-11-28	09:51	5	23.1
2010-11-28	09:51	6	23.1
2010-11-28	09:51	7	23.1
2010-11-28	09:51	8	23.1
2010-11-28	09:51	9	23.1
2010-11-28	09:52	10	23.1
2010-11-28	09:52	11	23.1
2010-11-28	09:52	12	23.1
2010-11-28	09:52	13	23.1
2010-11-28	09:52	14	23.1
2010-11-28	09:52	15	23.1
2010-11-28	09:52	16	23.1
2010-11-28	09:53	17	23.1
2010-11-28	09:53	18	23.1
2010-11-28	09:53	19	23.1
2010-11-28	09:53	20	23.1
2010-11-28	09:53	21	23.1
2010-11-28	09:53	22	21.4
2010-11-28	09:53	23	18.7
2010-11-28	09:53	24	18.0
2010-11-28	09:53	25	17.7
2010-11-28	09:53	26	17.5
2010-11-28	09:54	27	17.3
2010-11-28	09:54	28	17.1
2010-11-28	09:54	29	17.0
2010-11-28	09:54	30	16.9
2010-11-28	09:54	31	16.9
2010-11-28	09:54	32	16.8
2010-11-28	09:54	33	16.7
2010-11-28	09:54	34	16.7
2010-11-28	09:54	35	16.7
2010-12-06	14:13	0	21.8
2010-12-06	14:15	1	21.8
2010-12-06	14:15	2	21.8
2010-12-06	14:16	3	21.8
2010-12-06	14:16	4	21.8
2010-12-06	14:16	5	21.8
2010-12-06	14:16	6	21.8
2010-12-06	14:16	7	21.8
2010-12-06	14:16	8	21.8
2010-12-06	14:16	9	21.7
2010-12-06	14:16	10	21.7
2010-12-06	14:16	11	21.7
2010-12-06	14:16	12	21.7
2010-12-06	14:16	13	21.6
2010-12-06	14:16	14	21.6
2010-12-06	14:16	15	21.6
2010-12-06	14:16	16	21.6
2010-12-06	14:16	17	21.6
2010-12-06	14:16	18	21.6
2010-12-06	14:17	19	21.6
2010-12-06	14:17	20	21.6
2010-12-06	14:17	21	21.6
2010-12-06	14:17	22	21.4
2010-12-06	14:17	23	21.3
2010-12-06	14:17	24	19.3
2010-12-06	14:17	25	18.1
2010-12-06	14:17	26	17.7
2010-12-06	14:17	27	17.5
2010-12-06	14:17	28	17.4
2010-12-06	14:17	29	17.2
2010-12-06	14:17	30	17.1
2010-12-06	14:17	31	17.0
2010-12-06	14:17	32	16.9
2010-12-06	14:17	33	16.8
2010-12-06	14:18	34	16.7
2010-12-06	14:18	35	16.7
2010-12-06	14:18	36	16.7
2010-12-14	09:45	0	19.7
2010-12-14	09:45	1	19.7
2010-12-14	09:46	2	19.7
2010-12-14	09:46	3	19.7
2010-12-14	09:46	4	19.7
2010-12-14	09:46	5	19.7
2010-12-14	09:47	6	19.7
2010-12-14	09:47	7	19.7
2010-12-14	09:47	8	19.7
2010-12-14	09:48	9	19.7
2010-12-14	09:48	10	19.7
2010-12-14	09:48	11	19.7
2010-12-14	09:49	12	19.7
2010-12-14	09:49	13	19.7
2010-12-14	09:49	14	19.7
2010-12-14	09:49	15	19.6
2010-12-14	09:50	16	19.6
2010-12-14	09:50	17	19.5
2010-12-14	09:50	18	19.5
2010-12-14	09:50	19	19.5
2010-12-14	09:51	20	19.5
2010-12-14	09:51	21	19.5
2010-12-14	09:51	22	19.5
2010-12-14	09:51	23	19.4
2010-12-14	09:52	24	19.4
2010-12-14	09:52	25	19.3
2010-12-14	09:52	26	19.2
2010-12-14	09:52	27	19.1
2010-12-14	09:53	28	18.9
2010-12-14	09:53	29	18.2
2010-12-14	09:53	30	17.4
2010-12-14	09:53	31	16.9
2010-12-14	09:54	32	16.8
2010-12-14	09:54	33	16.8
2010-12-14	09:54	34	16.8
2010-12-14	09:54	35	16.8
2010-12-14	09:54	36	16.8
2010-12-19	10:26	0	19.3
2010-12-19	10:26	1	19.3
2010-12-19	10:26	2	19.3
2010-12-19	10:26	3	19.3
2010-12-19	10:26	4	19.3
2010-12-19	10:26	5	19.3
2010-12-19	10:27	6	19.3
2010-12-19	10:27	7	19.3
2010-12-19	10:27	8	19.3
2010-12-19	10:27	9	19.3
2010-12-19	10:27	10	19.3
2010-12-19	10:27	11	19.3
2010-12-19	10:27	12	19.3
2010-12-19	10:27	13	19.3
2010-12-19	10:27	14	19.3
2010-12-19	10:27	15	19.3
2010-12-19	10:27	16	19.3
2010-12-19	10:27	17	19.3
2010-12-19	10:28	18	19.3
2010-12-19	10:28	19	19.3
2010-12-19	10:28	20	19.3
2010-12-19	10:28	21	19.3
2010-12-19	10:28	22	19.3
2010-12-19	10:28	23	19.3
2010-12-19	10:28	24	19.3
2010-12-19	10:28	25	19.3
2010-12-19	10:28	26	19.3
2010-12-19	10:28	27	19.3
2010-12-19	10:28	28	19.2
2010-12-19	10:28	29	18.8
2010-12-19	10:28	30	18.5
2010-12-19	10:28	31	17.9
2010-12-19	10:29	32	17.2
2010-12-19	10:29	33	16.9
2010-12-19	10:29	34	16.8
2010-12-19	10:29	35	16.8
2010-12-19	10:29	36	16.8
2010-12-26	09:42	0	18.9
2010-12-26	09:42	1	18.9
2010-12-26	09:42	2	18.9
2010-12-26	09:43	3	18.9
2010-12-26	09:43	4	18.9
2010-12-26	09:43	5	18.9
2010-12-26	09:43	6	18.9
2010-12-26	09:43	7	18.9
2010-12-26	09:43	8	18.9
2010-12-26	09:43	9	18.9
2010-12-26	09:43	10	18.9
2010-12-26	09:43	11	18.9
2010-12-26	09:43	12	18.9
2010-12-26	09:44	13	18.9
2010-12-26	09:44	14	18.9
2010-12-26	09:44	15	18.9
2010-12-26	09:44	16	18.9
2010-12-26	09:44	17	18.9
2010-12-26	09:44	18	18.9
2010-12-26	09:44	19	18.9
2010-12-26	09:44	20	18.9
2010-12-26	09:44	21	18.9
2010-12-26	09:44	22	18.9
2010-12-26	09:44	23	18.9
2010-12-26	09:44	24	18.9
2010-12-26	09:44	25	18.8
2010-12-26	09:45	26	18.8
2010-12-26	09:45	27	18.8
2010-12-26	09:45	28	18.8
2010-12-26	09:45	29	18.7
2010-12-26	09:45	30	18.4
2010-12-26	09:45	31	17.4
2010-12-26	09:45	32	17.0
2010-12-26	09:45	33	16.8
2010-12-26	09:45	34	16.8
2010-12-26	09:45	35	16.8
2010-12-26	09:45	36	16.8
2011-01-02	10:16	0	18.1
2011-01-02	10:16	1	18.1
2011-01-02	10:16	2	18.1
2011-01-02	10:16	3	18.1
2011-01-02	10:16	4	18.1
2011-01-02	10:17	5	18.1
2011-01-02	10:17	6	18.1
2011-01-02	10:17	7	18.1
2011-01-02	10:17	8	18.1
2011-01-02	10:17	9	18.1
2011-01-02	10:17	10	18.1
2011-01-02	10:17	11	18.1
2011-01-02	10:17	12	18.1
2011-01-02	10:17	13	18.1
2011-01-02	10:17	14	18.1
2011-01-02	10:17	15	18.1
2011-01-02	10:18	16	18.1
2011-01-02	10:18	17	18.1
2011-01-02	10:18	18	18.1
2011-01-02	10:18	19	18.1
2011-01-02	10:18	20	18.1
2011-01-02	10:18	21	18.1
2011-01-02	10:18	22	18.1
2011-01-02	10:18	23	18.0
2011-01-02	10:18	24	18.0
2011-01-02	10:18	25	18.0
2011-01-02	10:18	26	18.0
2011-01-02	10:18	27	18.0
2011-01-02	10:18	28	18.0
2011-01-02	10:18	29	17.9
2011-01-02	10:18	30	17.9
2011-01-02	10:18	31	17.9
2011-01-02	10:18	32	17.9
2011-01-02	10:18	33	17.9
2011-01-02	10:18	34	17.3
2011-01-02	10:18	35	17.0
2011-01-02	10:19	36	16.8
2011-01-09	10:11	0	17.7
2011-01-09	10:12	1	17.7
2011-01-09	10:12	2	17.7
2011-01-09	10:12	3	17.7
2011-01-09	10:12	4	17.7
2011-01-09	10:12	5	17.7
2011-01-09	10:12	6	17.7
2011-01-09	10:12	7	17.7
2011-01-09	10:12	8	17.7
2011-01-09	10:13	9	17.7
2011-01-09	10:13	10	17.7
2011-01-09	10:13	11	17.7
2011-01-09	10:13	12	17.7
2011-01-09	10:13	13	17.7
2011-01-09	10:13	14	17.7
2011-01-09	10:13	15	17.7
2011-01-09	10:13	16	17.7
2011-01-09	10:13	17	17.7
2011-01-09	10:13	18	17.7
2011-01-09	10:13	19	17.7
2011-01-09	10:13	20	17.7
2011-01-09	10:13	21	17.7
2011-01-09	10:13	22	17.7
2011-01-09	10:13	23	17.7
2011-01-09	10:13	24	17.7
2011-01-09	10:13	25	17.7
2011-01-09	10:13	26	17.7
2011-01-09	10:13	27	17.7
2011-01-09	10:13	28	17.7
2011-01-09	10:13	29	17.7
2011-01-09	10:13	30	17.7
2011-01-09	10:14	31	17.7
2011-01-09	10:14	32	17.7
2011-01-09	10:14	33	17.7
2011-01-09	10:14	34	17.7
2011-01-09	10:14	35	17.7
2011-01-09	10:14	36	17.3
2011-01-16	10:17	0	17.1
2011-01-16	10:17	1	17.2
2011-01-16	10:17	2	17.2
2011-01-16	10:18	3	17.2
2011-01-16	10:18	4	17.2
2011-01-16	10:18	5	17.2
2011-01-16	10:18	6	17.2
2011-01-16	10:18	7	17.2
2011-01-16	10:18	8	17.2
2011-01-16	10:18	9	17.2
2011-01-16	10:18	10	17.2
2011-01-16	10:18	11	17.2
2011-01-16	10:18	12	17.2
2011-01-16	10:18	13	17.2
2011-01-16	10:18	14	17.2
2011-01-16	10:18	15	17.2
2011-01-16	10:18	16	17.2
2011-01-16	10:19	17	17.2
2011-01-16	10:19	18	17.2
2011-01-16	10:19	19	17.2
2011-01-16	10:19	20	17.2
2011-01-16	10:19	21	17.2
2011-01-16	10:19	22	17.2
2011-01-16	10:19	23	17.2
2011-01-16	10:19	24	17.2
2011-01-16	10:19	25	17.2
2011-01-16	10:19	26	17.2
2011-01-16	10:19	27	17.1
2011-01-16	10:19	28	17.1
2011-01-16	10:19	29	17.1
2011-01-16	10:19	30	17.1
2011-01-16	10:19	31	17.1
2011-01-16	10:19	32	17.1
2011-01-16	10:19	33	17.1
2011-01-16	10:19	34	17.1
2011-01-16	10:20	35	17.1
2011-01-23	10:09	0	16.8
2011-01-23	10:09	1	16.8
2011-01-23	10:16	2	16.8
2011-01-23	10:16	3	16.8
2011-01-23	10:16	4	16.8
2011-01-23	10:16	5	16.8
2011-01-23	10:16	6	16.8
2011-01-23	10:16	7	16.8
2011-01-23	10:16	8	16.8
2011-01-23	10:17	9	16.8
2011-01-23	10:17	10	16.8
2011-01-23	10:17	11	16.8
2011-01-23	10:17	12	16.8
2011-01-23	10:17	13	16.8
2011-01-23	10:17	14	16.8
2011-01-23	10:17	15	16.8
2011-01-23	10:17	16	16.8
2011-01-23	10:17	17	16.8
2011-01-23	10:17	18	16.8
2011-01-23	10:17	19	16.8
2011-01-23	10:17	20	16.8
2011-01-23	10:17	21	16.8
2011-01-23	10:17	22	16.8
2011-01-23	10:17	23	16.8
2011-01-23	10:17	24	16.8
2011-01-23	10:17	25	16.8
2011-01-23	10:17	26	16.8
2011-01-23	10:18	27	16.8
2011-01-23	10:18	28	16.8
2011-01-23	10:18	29	16.8
2011-01-23	10:18	30	16.8
2011-01-23	10:18	31	16.8
2011-01-23	10:18	32	16.8
2011-01-23	10:18	33	16.8
2011-01-23	10:18	34	16.8
2011-01-23	10:18	35	16.8
2011-01-30	10:19	0	16.8
2011-01-30	10:19	1	16.8
2011-01-30	10:20	2	16.8
2011-01-30	10:20	3	16.8
2011-01-30	10:20	4	16.8
2011-01-30	10:20	5	16.8
2011-01-30	10:20	6	16.8
2011-01-30	10:20	7	16.8
2011-01-30	10:20	8	16.8
2011-01-30	10:20	9	16.8
2011-01-30	10:20	10	16.7
2011-01-30	10:20	11	16.7
2011-01-30	10:20	12	16.7
2011-01-30	10:20	13	16.7
2011-01-30	10:20	14	16.7
2011-01-30	10:20	15	16.7
2011-01-30	10:20	16	16.7
2011-01-30	10:20	17	16.7
2011-01-30	10:21	18	16.7
2011-01-30	10:21	19	16.7
2011-01-30	10:21	20	16.7
2011-01-30	10:21	21	16.7
2011-01-30	10:21	22	16.7
2011-01-30	10:21	23	16.7
2011-01-30	10:21	24	16.7
2011-01-30	10:21	25	16.7
2011-01-30	10:21	26	16.6
2011-01-30	10:21	27	16.6
2011-01-30	10:21	28	16.6
2011-01-30	10:21	29	16.6
2011-01-30	10:21	30	16.6
2011-01-30	10:21	31	16.6
2011-01-30	10:21	32	16.6
2011-01-30	10:21	33	16.6
2011-01-30	10:21	34	16.6
2011-01-30	10:21	35	16.6
2011-02-13	10:00	0	16.6
2011-02-13	10:00	1	16.5
2011-02-13	10:00	2	16.3
2011-02-13	10:00	3	16.3
2011-02-13	10:00	4	16.3
2011-02-13	10:00	5	16.3
2011-02-13	10:00	6	16.3
2011-02-13	10:00	7	16.2
2011-02-13	10:00	8	16.2
2011-02-13	10:00	9	16.2
2011-02-13	10:00	10	16.2
2011-02-13	10:00	11	16.2
2011-02-13	10:00	12	16.2
2011-02-13	10:00	13	16.2
2011-02-13	10:00	14	16.2
2011-02-13	10:00	15	16.2
2011-02-13	10:00	16	16.2
2011-02-13	10:00	17	16.2
2011-02-13	10:00	18	16.2
2011-02-13	10:00	19	16.2
2011-02-13	10:00	20	16.2
2011-02-13	10:00	21	16.2
2011-02-13	10:00	22	16.2
2011-02-13	10:00	23	16.2
2011-02-13	10:00	24	16.2
2011-02-13	10:00	25	16.2
